"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"6089"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6089.wav"	"can i buy with cost post card"	"can i buy with cost post card"	"incorrect"	"correct"
"6090"	"Frag: Gibt es eine Hotelbar?"	"6090.wav"	"is there the hotel bar"	"is there the hotel*z bar"	"incorrect"	"correct"
"6091"	"Frag: Wo ist die Hotelbar?"	"6091.wav"	"where is the hotel bar"	"where is the hotel*z bar"	"correct"	"correct"
"6092"	"Frag: Zimmer für 3 Nächte"	"6092.wav"	"i want a room for three nights please"	"i want a room for three nights please"	"correct"	"correct"
"6093"	"Frag: Einzelzimmer"	"6093.wav"	"i want a single room please"	"i want a single room please"	"correct"	"correct"
"6094"	"Frag: Einzelzimmer"	"6094.wav"	"i want a single room"	"i want a single room"	"correct"	"correct"
"6095"	"Frag: Einzelzimmer"	"6095.wav"	"i want a single room"	"i want a single room"	"correct"	"correct"
"6096"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6096.wav"	"can i buy by credit card"	"can i buy by credit card"	"incorrect"	"correct"
"6097"	"Frag: Gibt es eine Hotelbar?"	"6097.wav"	"is there the hotel bar"	"is there the hotel*z bar"	"incorrect"	"correct"
"6098"	"Frag: Wo ist die Hotelbar?"	"6098.wav"	"where is the hotel bar"	"where is the hotel*z bar"	"correct"	"correct"
"6099"	"Frag: ein Ticket nach London"	"6099.wav"	"i want a ticket to london"	"i want a ticket to london"	"correct"	"correct"
"6100"	"Frag: ein Ticket nach London"	"6100.wav"	"i would like one ticket to london"	"i would like one ticket to london"	"correct"	"correct"
"6101"	"Sag: Ich möchte morgen abreisen"	"6101.wav"	"i would like to leave tomorrow"	"i would like to leave tomorrow"	"correct"	"correct"
"6102"	"Sag: Ich heisse Andrew"	"6102.wav"	"my name is andrew"	"my name's andrew*z"	"correct"	"correct"
"6103"	"Sag: Ich bin aus England"	"6103.wav"	"i am from england"	"i am from england"	"correct"	"correct"
"6104"	"Frag: ein Ticket nach London"	"6104.wav"	"i would like a ticket to london"	"i would like a ticket to london"	"correct"	"correct"
"6105"	"Sag: Ich möchte um 11 Uhr morgen abreisen"	"6105.wav"	"i want to leave at eleven o'clock tomorrow"	"i want to leave at eleven o'clock tomorrow"	"correct"	"correct"
"6106"	"Sag: Ich heisse Maddalena"	"6106.wav"	"my name is maddalena"	"my name is maddalena"	"correct"	"correct"
"6107"	"Sag: Ich bin aus Australien"	"6107.wav"	"i am from australia"	"i am from australia"	"correct"	"correct"
"6108"	"Frag: Zimmer für 2 Nächte"	"6108.wav"	"i want a room for two nights"	"i want a room for two nights"	"correct"	"correct"
"6109"	"Frag: Zimmer für 2 Nächte"	"6109.wav"	"i want a room for two nights"	"i want a room for two nights"	"correct"	"correct"
"6110"	"Frag: Einzelzimmer"	"6110.wav"	"i want a single room please"	"i want a single room please"	"correct"	"correct"
"6111"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6111.wav"	"can i buy by credit card"	"can i buy be credit card"	"incorrect"	"correct"
"6112"	"Frag: Gibt es eine Hotelbar?"	"6112.wav"	"there the hotel bar"	"there the hotel*z bar"	"incorrect"	"incorrect"
"6114"	"Frag: Gibt es eine Hotelbar?"	"6114.wav"	"there the hotel bar"	"there the hotel*z bar"	"incorrect"	"incorrect"
"6115"	"Frag: Zimmer für 3 Nächte"	"6115.wav"	"i want a room for three nights"	"i want a room for three nights"	"correct"	"correct"
"6116"	"Frag: Junior Suite"	"6116.wav"	"a junior suite please"	"a junior suite please"	"correct"	"correct"
"6117"	"Sag: Ich möchte mit Mastercard bezahlen"	"6117.wav"	"can i buy be mastercard please"	"can i buy the master card please"	"incorrect"	"incorrect"
"6118"	"Frag: Gibt es eine Hotelbar?"	"6118.wav"	"is there the hotel bar"	"is there the hotel*z bar"	"incorrect"	"correct"
"6119"	"Frag: Wo ist die Hotelbar?"	"6119.wav"	"where is the hotel bar"	"where is the hotel*z bar"	"correct"	"correct"
"6121"	"Frag: Zimmer für 4 Nächte"	"6121.wav"	"i want a room for five nights"	"i want a room for five nights"	"incorrect"	"incorrect"
"6122"	"Frag: Zimmer für 4 Nächte"	"6122.wav"	"height"	"height"	"incorrect"	"incorrect"
"6123"	"Frag: Einzelzimmer"	"6123.wav"	"please"	"please"	"incorrect"	"incorrect"
"6124"	"Frag: Einzelzimmer"	"6124.wav"	"i want a single room please"	"i want a single room please"	"correct"	"correct"
"6125"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6125.wav"	"can i buy by credit card"	"can i buy by credit card"	"incorrect"	"correct"
"6126"	"Frag: Gibt es eine Hotelbar?"	"6126.wav"	"is there the hotel bar"	"is there the hotel*z bar"	"incorrect"	"correct"
"6127"	"Frag: Zimmer für 3 Nächte"	"6127.wav"	"i want a room for three nights"	"i want a room for three nights"	"correct"	"correct"
"6128"	"Frag: Twinzimmer"	"6128.wav"	"i want a twin room"	"i want a twin room"	"correct"	"correct"
"6129"	"Frag: Twinzimmer"	"6129.wav"	"i want a twin room please"	"i want a tree room please"	"incorrect"	"incorrect"
"6130"	"Frag: Twinzimmer"	"6130.wav"	"i want a twin room"	"i want a twin*z room"	"correct"	"correct"
"6131"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6131.wav"	"can i buy be credit card"	"can i buy be credit card"	"incorrect"	"correct"
"6132"	"Frag: Gibt es eine Hotelbar?"	"6132.wav"	"is there the hotel bar"	"is there the hotel*z bar"	"incorrect"	"correct"
"6133"	"Frag: Wo ist die Hotelbar?"	"6133.wav"	"where is the hotel bar"	"where is the hotel*z bar"	"correct"	"correct"
"6136"	"Frag: Junior Suite"	"6136.wav"	"a junior suite please"	"a junior*z suite please"	"correct"	"correct"
"6137"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6137.wav"	"can i buy be credit card"	"can i buy the credit card"	"incorrect"	"incorrect"
"6138"	"Frag: Gibt es eine Hotelbar?"	"6138.wav"	"there a hotel bar"	"the a the hotel*z bar"	"incorrect"	"incorrect"
"6139"	"Frag: Gibt es eine Hotelbar?"	"6139.wav"	"is there the hotel bar"	"is there the hotel*z bar"	"incorrect"	"correct"
"6140"	"Frag: Zimmer für 6 Nächte"	"6140.wav"	"i want a room for six nights"	"i want a room for six nights"	"correct"	"correct"
"6141"	"Frag: Zimmer für 6 Nächte"	"6141.wav"	""	"*silence"	"incorrect"	"incorrect"
"6142"	"Frag: Zimmer für 2 Nächte"	"6142.wav"	"i want a room for two nights"	"i want a room for two nights"	"correct"	"correct"
"6143"	"Frag: Twinzimmer"	"6143.wav"	"a twin zimmer"	"a twin zimmer*v"	"incorrect"	"incorrect"
"6144"	"Frag: Twinzimmer"	"6144.wav"	"a twin zimmer"	"a twin zimmer*v"	"incorrect"	"incorrect"
"6145"	"Frag: Twinzimmer"	"6145.wav"	"a twin room"	"a twin room"	"correct"	"correct"
"6146"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6146.wav"	"can i buy be credit card"	"can i buy be credit card"	"incorrect"	"correct"
"6147"	"Sag: Ich möchte mit Dollars bezahlen"	"6147.wav"	"can i buy be dollars"	"can i buy be dollars"	"incorrect"	"incorrect"
"6148"	"Frag: Gibt es einen Lebensmittelladen?"	"6148.wav"	"is there a supermarket"	"is there a supermarket"	"correct"	"correct"
"6149"	"Frag: Gibt es einen Lebensmittelladen?"	"6149.wav"	"is there the supermarket"	"is there the supermarket"	"incorrect"	"correct"
"6150"	"Frag: Gibt es einen Lebensmittelladen?"	"6150.wav"	"is there the supermarket"	"is there the supermarket"	"incorrect"	"correct"
"6151"	"Frag: Zimmer für 2 Nächte"	"6151.wav"	"i want a room for two nights"	"i want a room for two nights"	"incorrect"	"correct"
"6152"	"Frag: Twinzimmer"	"6152.wav"	"i want a twin room"	"i want a twin room"	"correct"	"correct"
"6153"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6153.wav"	"can i buy be credit card"	"can i buy be credit card"	"incorrect"	"correct"
"6154"	"Frag: Gibt es einen Lebensmittelladen?"	"6154.wav"	"is there the supermarket"	"is there the supermarket"	"incorrect"	"correct"
"6155"	"Frag: Gibt es einen Lebensmittelladen?"	"6155.wav"	"is there a supermarket"	"is there a supermarket"	"correct"	"correct"
"6156"	"Frag: Gibt es einen Lebensmittelladen?"	"6156.wav"	"is there a shop"	"is there a shop"	"incorrect"	"incorrect"
"6157"	"Frag: Zimmer für 3 Nächte"	"6157.wav"	"i want a room for three nights"	"i want a room for three nights"	"correct"	"correct"
"6158"	"Frag: Einzelzimmer"	"6158.wav"	"i want a single room"	"i want a single room"	"correct"	"correct"
"6159"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6159.wav"	"can i buy be credit card"	"can i buy be credit card"	"incorrect"	"correct"
"6160"	"Frag: Gibt es einen Lebensmittelladen?"	"6160.wav"	"is there the <unk>"	"is there the lebensmittelladen*v"	"incorrect"	"incorrect"
"6161"	"Frag: Gibt es einen Lebensmittelladen?"	"6161.wav"	"is there the shop"	"is there the shop"	"incorrect"	"incorrect"
"6163"	"Frag: Zimmer für 5 Nächte"	"6163.wav"	"i want a room for five nights"	"i want a room for five nights"	"correct"	"correct"
"6164"	"Frag: Zimmer für 5 Nächte"	"6164.wav"	"i want a room for five nights"	"i want a room for five nights"	"correct"	"correct"
"6165"	"Frag: Doppelzimmer"	"6165.wav"	"i want a double room"	"i want a double room"	"correct"	"correct"
"6166"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6166.wav"	"can i buy be credit card"	"can i buy be credit card"	"incorrect"	"correct"
"6167"	"Sag: Ich möchte mit Dollars bezahlen"	"6167.wav"	"can i buy be dollars"	"can i buy be dollars"	"incorrect"	"incorrect"
"6168"	"Frag: Gibt es einen Lebensmittelladen?"	"6168.wav"	"is a food store"	"is a food store"	"incorrect"	"incorrect"
"6169"	"Frag: Gibt es einen Lebensmittelladen?"	"6169.wav"	"is there the food store"	"is there the food store"	"incorrect"	"correct"
"6170"	"Frag: Gibt es einen Lebensmittelladen?"	"6170.wav"	"there the food store"	"there the food store"	"incorrect"	"incorrect"
"6171"	"Frag: Zimmer für 4 Nächte"	"6171.wav"	"i want a room for five nights"	"i want a room for fi*a four nights"	"correct"	"correct"
"6172"	"Frag: Twinzimmer"	"6172.wav"	"i want a twin room"	"i want a twin room"	"correct"	"correct"
"6173"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6173.wav"	"can i buy be credit card"	"can i buy be credit card"	"incorrect"	"correct"
"6174"	"Frag: Gibt es ein Hotelrestaurant?"	"6174.wav"	"is there the hotel restaurant"	"is there the hotel restaurant"	"incorrect"	"correct"
"6175"	"Frag: Zimmer für 7 Nächte"	"6175.wav"	"i want a room for seven nights"	"i would a room for seven nights"	"correct"	"correct"
"6176"	"Frag: Junior Suite"	"6176.wav"	"i want a junior suite"	"i would a junior suite"	"correct"	"correct"
"6177"	"Sag: Ich möchte mit Visa bezahlen"	"6177.wav"	"can i buy be visa card"	"can i buy be visa card"	"incorrect"	"incorrect"
"6178"	"Sag: Ich möchte mit Visa bezahlen"	"6178.wav"	"can i buy be visa"	"can i buy be visa"	"incorrect"	"correct"
"6179"	"Frag: Gibt es ein Fitnessstudio?"	"6179.wav"	"is there the fitness centre"	"is there the fitness centre*z"	"incorrect"	"correct"
"6180"	"Frag: Wo ist das Fitnessstudio?"	"6180.wav"	"where are the fitness centre"	"where are the fitness centre*z"	"incorrect"	"correct"
"6181"	"Frag: Wo ist das Fitnessstudio?"	"6181.wav"	"where are the fitness centre"	"where are the fitness centre"	"incorrect"	"correct"
"6182"	"Frag: Wo ist das Fitnessstudio?"	"6182.wav"	"where are the fitness centre"	"where are the fitness centre"	"incorrect"	"correct"
"6183"	"Frag: Zimmer für 7 Nächte"	"6183.wav"	"i want a room for seven nights"	"i would a room for seven nights"	"correct"	"correct"
"6184"	"Frag: Doppelzimmer"	"6184.wav"	"i want a double room"	"i would a double room"	"correct"	"correct"
"6185"	"Frag: Doppelzimmer"	"6185.wav"	"i want a double room"	"i would a double room"	"correct"	"correct"
"6186"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"6186.wav"	"can i buy be credit card"	"can i buy be credit card"	"incorrect"	"correct"
"6187"	"Sag: Ich möchte mit Dollars bezahlen"	"6187.wav"	"can i buy be dollars"	"can i buy be dollars"	"incorrect"	"incorrect"
"6188"	"Frag: Gibt es ein Fitnessstudio?"	"6188.wav"	"is there the fitness studio"	"is there the fitness studio"	"incorrect"	"correct"
"6189"	"Frag: Wo ist das Fitnessstudio?"	"6189.wav"	"where is the fitness studio"	"where is the fitness studio"	"correct"	"correct"
"6190"	"Frag: 2 Tickets nach London"	"6190.wav"	"i want two tickets to london"	"i would two tickets to london"	"correct"	"correct"
"6191"	"Sag: Ich möchte am Mittwochabend abreisen"	"6191.wav"	"i want to leave on wednesday evening"	"i want to leave on wednesday*z evening"	"correct"	"correct"
"6192"	"Sag: Ich heisse Patrick"	"6192.wav"	"my name is patrick"	"my name is patrick"	"correct"	"correct"
"6193"	"Sag: Ich bin aus Österreich"	"6193.wav"	"i'm from austria"	"i'm from austria*z"	"correct"	"correct"
"6194"	"Frag: ein Ticket nach London"	"6194.wav"	"i want a ticket to london"	"i want a ticket to london"	"correct"	"correct"
"6195"	"Frag: ein Ticket nach London"	"6195.wav"	"i want a ticket to london"	"i would a ticket to london"	"incorrect"	"correct"
"6197"	"Sag: Ich möchte um 13 Uhr morgen abreisen"	"6197.wav"	"i want to leave tomorrow one o'clock"	"want to leave tomorrow one o'clock"	"incorrect"	"correct"
"6198"	"Sag: Ich heisse Andy"	"6198.wav"	"my name is andy"	"my name is andy"	"correct"	"correct"
"6199"	"Sag: Ich heisse Andy"	"6199.wav"	"my name is andy"	"my name is andy"	"correct"	"correct"
"6200"	"Sag: Ich bin aus Österreich"	"6200.wav"	"i'm from austria"	"i'm from austria*z"	"correct"	"correct"
"6201"	"Frag: 2 Tickets nach London"	"6201.wav"	"i would like two tickets to london"	"would like two tickets to london"	"correct"	"correct"
"6202"	"Sag: Ich möchte um 17 Uhr morgen abreisen"	"6202.wav"	"i want to leave tomorrow at five o'clock"	"i want to leave tomorrow at five o'clock"	"correct"	"correct"
"6203"	"Sag: Ich möchte um 17 Uhr morgen abreisen"	"6203.wav"	"i would like to leave tomorrow at five o'clock"	"i would to leave tomorrow at five o'clock"	"incorrect"	"correct"
"6204"	"Sag: Ich heisse Andy"	"6204.wav"	"my name is andy"	"my name is andy"	"correct"	"correct"
"6205"	"Sag: Ich bin aus Österreich"	"6205.wav"	"i am from austria"	"i am from austria*z"	"correct"	"correct"
"6206"	"Sag: Ich bin aus Österreich"	"6206.wav"	"i'm from austria"	"i'm from austria*z"	"correct"	"correct"
"6207"	"Frag: ein Ticket nach London"	"6207.wav"	"i would like a ticket to london"	"i would like a ticket to london"	"correct"	"correct"
"6208"	"Frag: ein Ticket nach London"	"6208.wav"	"i would like one ticket to london"	"i would like one ticket to london"	"correct"	"correct"
"6209"	"Sag: Ich möchte um 19 Uhr morgen abreisen"	"6209.wav"	"i want to leave tomorrow at seven o'clock"	"i want to leave tomorrow at seven o'clock"	"correct"	"correct"
"6210"	"Sag: Ich heisse Silvia"	"6210.wav"	"my name is silvia"	"my name is silvia"	"correct"	"correct"
"6211"	"Sag: Ich bin aus der Türkei"	"6211.wav"	"i'm from turkey"	"i'm from turkey*z"	"correct"	"correct"
"6212"	"Frag: ein Ticket nach London"	"6212.wav"	"i would like one ticket to london"	"i would like one ticket to london"	"correct"	"correct"
"6213"	"Frag: ein Ticket nach London"	"6213.wav"	"i want a ticket to london"	"i want a ticket to london"	"correct"	"correct"
"6214"	"Sag: Ich möchte am Freitag abreisen"	"6214.wav"	"i would like to leave on free day"	"i would like to leave on free day"	"incorrect"	"incorrect"
"6215"	"Sag: Ich heisse Paul"	"6215.wav"	"my name is paul"	"my name is paul*z"	"correct"	"correct"
"6216"	"Sag: Ich bin aus Kanada"	"6216.wav"	"i am from canada"	"i am from canada"	"correct"	"correct"
"6217"	"Frag: ein Ticket nach London"	"6217.wav"	"i would like one ticket to london"	"i would like one ticket to london"	"correct"	"correct"
"6218"	"Sag: Ich möchte um 19 Uhr morgen abreisen"	"6218.wav"	"i want to leave tomorrow at seven o'clock"	"i want to leave tomorrow at seven o'clock"	"correct"	"correct"
"6219"	"Sag: Ich heisse Patrick"	"6219.wav"	"my name is patrick"	"my name is patrick"	"correct"	"correct"
"6220"	"Sag: Ich heisse Patrick"	"6220.wav"	"my name is patrick"	"my name is patrick"	"correct"	"correct"
"6221"	"Sag: Ich bin aus Australien"	"6221.wav"	"i'm from australia"	"i'm from australia"	"correct"	"correct"
"6222"	"Sag: Ich bin aus Australien"	"6222.wav"	"i am from australia"	"i am from australia"	"correct"	"correct"
"6223"	"Frag: ein Ticket nach London"	"6223.wav"	"i would like one ticket to london"	"i would like one ticket to london"	"correct"	"correct"
"6224"	"Sag: Ich möchte um 16 Uhr morgen abreisen"	"6224.wav"	"i want to leave tomorrow at four o'clock"	"i want to leave tomorrow at four o'clock"	"correct"	"correct"
"6225"	"Sag: Ich heisse Mona"	"6225.wav"	"my name is mona"	"my name is mona"	"correct"	"correct"
"6226"	"Sag: Ich bin aus Amerika"	"6226.wav"	"i am from america"	"i am from america"	"correct"	"correct"
"6227"	"Frag: 2 Tickets nach London"	"6227.wav"	"i want two tickets to london"	"i want two tickets to london"	"correct"	"correct"
"6228"	"Sag: Ich möchte am Mittwochabend abreisen"	"6228.wav"	"i want to leave wednesday evening"	"i want to leave wednesday evening"	"correct"	"correct"
"6229"	"Sag: Ich möchte am Mittwochabend abreisen"	"6229.wav"	"i would like to leave at wednesday evening"	"i would like to leave at wednesday evening"	"incorrect"	"correct"
"6230"	"Sag: Ich heisse Erica"	"6230.wav"	"my name is erica"	"my name is erica"	"correct"	"correct"
"6231"	"Sag: Ich bin aus Amerika"	"6231.wav"	"i'm from america"	"i am from america"	"correct"	"correct"
"6232"	"Sag: Ich heisse Thomas"	"6232.wav"	"my name is thomas"	"my name is thomas*z"	"correct"	"correct"
"6233"	"Sag: Ich bin aus Frankreich"	"6233.wav"	"i am from france"	"i am from france"	"correct"	"correct"
"6234"	"Sag: Ich bin aus Frankreich"	"6234.wav"	"i am from france"	"i am from france"	"correct"	"correct"
"6235"	"Sag: Die Hauptstadt von Frankreich ist Paris"	"6235.wav"	"the capital of france is paris"	"the capital of france is paris"	"correct"	"correct"
"6236"	"Sag: Ich habe 3 jüngere Schwestern"	"6236.wav"	"i've got three row younger sis sisters"	"i've got three ruh*a younger sis*a sisters"	"correct"	"correct"
"6237"	"Sag: Ich habe 3 jüngere Schwestern"	"6237.wav"	"i have three younger sisters"	"i have three younger sisters"	"correct"	"correct"
"6238"	"Sag: Ich gehe in die Ferien"	"6238.wav"	"i'm on holiday"	"i'm on holiday"	"correct"	"correct"
"6239"	"Sag: Dies ist mein Pass"	"6239.wav"	"this is my passport"	"this is my passport"	"correct"	"correct"
"6240"	"Sag: Dies ist mein Pass"	"6240.wav"	"this is my passport"	"this is my passport"	"correct"	"correct"
"6241"	"Sag: Ich heisse Erica"	"6241.wav"	"my name is erica"	"my name is erica"	"correct"	"correct"
"6243"	"Sag: Ich bin aus Frankreich"	"6243.wav"	"i am from france"	"i am from france"	"correct"	"correct"
